,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
12841,F,135000.0,1,4,Married,House / apartment,-21374,0,0,0,0,none,-1.0,1,0.0
11122,F,135000.0,1,4,Married,House / apartment,-21358,0,0,0,0,none,-45.0,1,2.0
20017,F,135000.0,1,4,Married,House / apartment,-21068,0,0,0,0,none,-53.0,1,2.0
24847,F,135000.0,1,4,Married,House / apartment,-20755,0,0,0,0,none,-13.0,1,2.0
7958,F,135000.0,1,4,Married,House / apartment,-20608,0,0,0,0,none,-1.0,0,1.0
24651,F,135000.0,1,4,Separated,House / apartment,-22788,0,0,0,0,none,-39.0,1,2.0
11652,F,135000.0,1,4,Separated,House / apartment,-21613,0,0,0,0,none,-40.0,1,2.0
17237,F,135000.0,1,4,Separated,House / apartment,-20752,0,0,0,0,none,-23.0,1,0.0
19654,F,135000.0,1,4,Separated,House / apartment,-20752,0,0,0,0,none,-23.0,1,0.0
21700,F,135000.0,1,4,Separated,House / apartment,-20752,0,0,0,0,none,-23.0,1,0.0
25934,F,135000.0,1,4,Separated,House / apartment,-20752,0,0,0,0,none,-23.0,1,0.0
22946,F,135000.0,1,4,Single / not married,House / apartment,-23929,0,0,1,0,none,-37.0,1,0.0
15589,F,135000.0,1,4,Single / not married,House / apartment,-23929,0,0,1,0,none,-6.0,1,2.0
19452,F,135000.0,1,4,Single / not married,House / apartment,-23929,0,0,1,0,none,-4.0,1,0.0
14796,F,135000.0,1,4,Single / not married,House / apartment,-20462,0,0,1,0,none,-40.0,1,0.0
10791,F,135000.0,1,4,Widow,House / apartment,-24174,0,0,0,0,none,-36.0,1,2.0
25878,F,135000.0,1,4,Widow,House / apartment,-24174,0,0,0,0,none,-36.0,1,0.0
23575,F,135000.0,1,4,Widow,House / apartment,-22991,0,0,0,0,none,-53.0,2,2.0
24456,F,135000.0,1,4,Widow,House / apartment,-22991,0,0,0,0,none,-53.0,2,1.0
25599,F,135000.0,1,4,Widow,House / apartment,-22991,0,0,0,0,none,-53.0,2,1.0
20826,F,135000.0,1,4,Widow,House / apartment,-22968,0,0,0,0,none,-25.0,0,2.0
25301,F,135000.0,1,4,Widow,House / apartment,-22504,0,0,1,0,none,-15.0,2,2.0
14382,F,135000.0,1,4,Widow,House / apartment,-21982,0,0,0,0,none,-10.0,2,2.0
23299,F,135000.0,2,1,Married,House / apartment,-18197,-4418,1,0,0,Accountants,-17.0,0,2.0
23837,F,135000.0,2,1,Single / not married,House / apartment,-10370,-1384,1,0,0,Accountants,-17.0,0,2.0
1198,F,135000.0,2,2,Single / not married,With parents,-9873,-2086,0,1,1,none,-16.0,1,2.0
8237,F,135000.0,2,2,Single / not married,With parents,-9873,-2086,0,1,1,none,-16.0,1,2.0
12082,F,135000.0,2,4,Married,House / apartment,-20542,-9422,0,1,0,Core staff,-40.0,1,1.0
23143,F,135000.0,2,4,Separated,House / apartment,-16150,-5148,0,0,0,Medicine staff,-52.0,0,2.0
22318,F,135000.0,2,4,Single / not married,House / apartment,-20627,-1285,0,0,0,Core staff,-11.0,0,2.0
16714,F,135000.0,2,4,Single / not married,House / apartment,-10066,-3026,1,1,0,High skill tech staff,-17.0,1,2.0
23043,F,135000.0,4,1,Civil marriage,House / apartment,-13634,-6344,1,0,0,Accountants,-37.0,0,2.0
26348,F,135000.0,4,1,Civil marriage,House / apartment,-12827,-623,0,0,0,Sales staff,-20.0,1,2.0
7014,F,135000.0,4,1,Civil marriage,Municipal apartment,-11008,-1285,1,1,0,Sales staff,-41.0,1,2.0
22258,F,135000.0,4,1,Civil marriage,Rented apartment,-12579,-1654,0,0,0,none,-57.0,1,1.0
22149,F,135000.0,4,1,Married,House / apartment,-15468,-4834,0,0,1,none,-60.0,2,2.0
25677,F,135000.0,4,1,Married,House / apartment,-15468,-4834,0,0,1,none,-49.0,2,1.0
20015,F,135000.0,4,1,Married,House / apartment,-13833,-617,0,0,0,Accountants,-19.0,1,0.0
21559,F,135000.0,4,1,Married,House / apartment,-13833,-617,0,0,0,Accountants,-11.0,1,0.0
24202,F,135000.0,4,1,Married,House / apartment,-13833,-617,0,0,0,Accountants,-11.0,1,0.0
24668,F,135000.0,4,1,Married,House / apartment,-13474,-2894,1,1,0,Accountants,-41.0,2,2.0
20503,F,135000.0,4,1,Married,House / apartment,-13299,-1628,0,0,0,Laborers,-8.0,1,2.0
20072,F,135000.0,4,1,Married,House / apartment,-12804,-4977,0,0,0,Accountants,-30.0,1,2.0
6042,F,135000.0,4,1,Married,House / apartment,-12274,-3944,0,0,0,Managers,-37.0,2,2.0
15486,F,135000.0,4,1,Married,House / apartment,-12274,-3944,0,0,0,Managers,-17.0,2,2.0
6775,F,135000.0,4,1,Married,House / apartment,-12071,-721,0,0,0,none,-30.0,2,2.0
19178,F,135000.0,4,1,Married,House / apartment,-10650,-3163,0,0,0,Accountants,-32.0,1,2.0
13820,F,135000.0,4,1,Married,House / apartment,-10014,-2311,0,0,0,none,-17.0,2,2.0
8680,F,135000.0,4,1,Married,House / apartment,-8319,-689,1,0,0,none,-10.0,1,2.0
13382,F,135000.0,4,1,Married,House / apartment,-8319,-689,1,0,0,none,-10.0,1,2.0
16600,F,135000.0,4,1,Married,House / apartment,-8319,-689,1,0,0,none,-10.0,1,2.0
18477,F,135000.0,4,1,Married,Municipal apartment,-12523,-2482,0,0,0,Managers,-50.0,1,2.0
22404,F,135000.0,4,1,Married,Municipal apartment,-12523,-2482,0,0,0,Managers,-50.0,1,2.0
13156,F,135000.0,4,1,Married,Municipal apartment,-12523,-2482,0,0,0,Managers,-46.0,1,2.0
19898,F,135000.0,4,1,Married,With parents,-14160,-4635,0,0,0,Sales staff,-19.0,1,2.0
21344,F,135000.0,4,1,Married,With parents,-10263,-583,0,0,0,Secretaries,-44.0,0,1.0
25515,F,135000.0,4,1,Separated,House / apartment,-13108,-2043,0,1,0,Core staff,-51.0,0,2.0
23003,F,135000.0,4,1,Single / not married,House / apartment,-9818,-520,0,0,0,Core staff,-7.0,0,0.0
23588,F,135000.0,4,1,Single / not married,House / apartment,-9818,-520,0,0,0,Core staff,-7.0,0,1.0
24208,F,135000.0,4,1,Single / not married,House / apartment,-9100,-1133,0,0,0,Managers,-35.0,1,1.0
4023,F,135000.0,4,1,Single / not married,House / apartment,-9100,-1133,0,0,0,Managers,-31.0,1,1.0
16318,F,135000.0,4,1,Single / not married,House / apartment,-9100,-1133,0,0,0,Managers,-2.0,1,1.0
23915,F,135000.0,4,2,Married,House / apartment,-15948,-9359,0,0,0,none,-33.0,1,2.0
18114,F,135000.0,4,2,Married,House / apartment,-15948,-9359,0,0,0,none,-19.0,1,2.0
3297,F,135000.0,4,2,Married,House / apartment,-10598,-2175,0,0,1,Sales staff,-15.0,1,2.0
14084,F,135000.0,4,2,Married,House / apartment,-10598,-2175,0,0,1,Sales staff,-3.0,1,1.0
25849,F,135000.0,4,3,Married,House / apartment,-16413,-622,0,1,0,High skill tech staff,-56.0,2,2.0
26183,F,135000.0,4,4,Civil marriage,House / apartment,-16505,-8377,0,0,0,Laborers,-6.0,2,2.0
22685,F,135000.0,4,4,Civil marriage,House / apartment,-16323,-5467,0,0,0,Medicine staff,-23.0,1,1.0
26446,F,135000.0,4,4,Civil marriage,House / apartment,-16300,-9698,0,0,1,Managers,-41.0,1,2.0
17127,F,135000.0,4,4,Civil marriage,House / apartment,-15920,-6861,1,1,0,Core staff,-51.0,1,2.0
12580,F,135000.0,4,4,Civil marriage,House / apartment,-10151,-1138,0,0,0,Laborers,-30.0,0,1.0
23063,F,135000.0,4,4,Civil marriage,With parents,-11567,-655,0,0,1,Sales staff,-39.0,1,1.0
25998,F,135000.0,4,4,Civil marriage,With parents,-10190,-279,0,0,0,none,-48.0,1,1.0
17753,F,135000.0,4,4,Civil marriage,With parents,-10018,-379,0,1,0,Sales staff,-6.0,1,2.0
21928,F,135000.0,4,4,Married,House / apartment,-24449,-3056,0,1,0,Medicine staff,-26.0,1,2.0
11467,F,135000.0,4,4,Married,House / apartment,-21724,-1351,0,0,0,none,-22.0,2,2.0
24935,F,135000.0,4,4,Married,House / apartment,-21660,-1876,0,0,0,HR staff,-56.0,1,2.0
19739,F,135000.0,4,4,Married,House / apartment,-21396,-1013,0,0,1,High skill tech staff,-28.0,1,2.0
6215,F,135000.0,4,4,Married,House / apartment,-20822,-12827,1,0,0,none,-37.0,0,1.0
19088,F,135000.0,4,4,Married,House / apartment,-20782,-2321,0,0,0,Laborers,-20.0,1,2.0
14891,F,135000.0,4,4,Married,House / apartment,-20493,-7624,1,1,0,Managers,-52.0,1,1.0
17571,F,135000.0,4,4,Married,House / apartment,-20493,-7624,1,1,0,Managers,-52.0,1,2.0
7294,F,135000.0,4,4,Married,House / apartment,-20493,-7624,1,1,0,Managers,-28.0,1,2.0
16886,F,135000.0,4,4,Married,House / apartment,-20493,-7624,1,1,0,Managers,-28.0,1,2.0
10863,F,135000.0,4,4,Married,House / apartment,-19010,-6761,1,1,0,Cleaning staff,-53.0,1,1.0
25402,F,135000.0,4,4,Married,House / apartment,-19010,-6761,1,1,0,Cleaning staff,-53.0,1,2.0
1957,F,135000.0,4,4,Married,House / apartment,-18199,-5190,0,0,0,Cleaning staff,-12.0,1,2.0
24975,F,135000.0,4,4,Married,House / apartment,-17803,-10762,0,0,0,Accountants,-43.0,0,1.0
18106,F,135000.0,4,4,Married,House / apartment,-17799,-2228,0,0,0,none,-5.0,0,1.0
26288,F,135000.0,4,4,Married,House / apartment,-17708,-1571,0,0,0,none,-33.0,0,2.0
24545,F,135000.0,4,4,Married,House / apartment,-17000,-5740,0,0,0,Cooking staff,-56.0,1,2.0
9960,F,135000.0,4,4,Married,House / apartment,-16981,-1478,0,1,0,none,-47.0,1,2.0
16863,F,135000.0,4,4,Married,House / apartment,-16593,-1831,0,0,0,Sales staff,-12.0,2,2.0
15092,F,135000.0,4,4,Married,House / apartment,-16415,-3054,0,0,1,Private service staff,-6.0,0,1.0
23340,F,135000.0,4,4,Married,House / apartment,-15923,-961,0,0,0,Waiters/barmen staff,-21.0,1,2.0
24656,F,135000.0,4,4,Married,House / apartment,-15923,-961,0,0,0,Waiters/barmen staff,-21.0,1,1.0
7203,F,135000.0,4,4,Married,House / apartment,-15922,-2086,0,0,0,Sales staff,-52.0,0,2.0
16333,F,135000.0,4,4,Married,House / apartment,-15922,-2086,0,0,0,Sales staff,-43.0,0,2.0
6822,F,135000.0,4,4,Married,House / apartment,-15836,-3034,0,0,0,none,-32.0,1,2.0
4101,F,135000.0,4,4,Married,House / apartment,-15761,-3173,0,0,0,Laborers,-2.0,2,1.0
16597,F,135000.0,4,4,Married,House / apartment,-15595,-3183,0,1,0,Laborers,-39.0,1,1.0
25465,F,135000.0,4,4,Married,House / apartment,-15595,-3183,0,1,0,Laborers,-7.0,1,2.0
2716,F,135000.0,4,4,Married,House / apartment,-15499,-869,0,0,0,Private service staff,-2.0,0,0.0
25078,F,135000.0,4,4,Married,House / apartment,-14935,-1753,0,1,0,Sales staff,-13.0,2,2.0
22635,F,135000.0,4,4,Married,House / apartment,-14926,-789,0,0,0,Cooking staff,-25.0,2,2.0
21575,F,135000.0,4,4,Married,House / apartment,-14838,-1539,0,0,0,Laborers,-47.0,1,2.0
2451,F,135000.0,4,4,Married,House / apartment,-14360,-1565,0,0,0,Cleaning staff,-47.0,1,2.0
19892,F,135000.0,4,4,Married,House / apartment,-13928,-3052,0,0,0,Laborers,-52.0,1,2.0
23563,F,135000.0,4,4,Married,House / apartment,-13928,-3052,0,0,0,Laborers,-52.0,1,2.0
14922,F,135000.0,4,4,Married,House / apartment,-13566,-1900,1,0,0,High skill tech staff,-22.0,0,2.0
24521,F,135000.0,4,4,Married,House / apartment,-13211,-777,1,1,0,Core staff,-40.0,1,2.0
6583,F,135000.0,4,4,Married,House / apartment,-12589,-4096,0,1,0,Laborers,-49.0,1,1.0
25157,F,135000.0,4,4,Married,House / apartment,-12589,-4096,0,1,0,Laborers,-4.0,1,0.0
9457,F,135000.0,4,4,Married,House / apartment,-12017,-192,0,0,0,Sales staff,-49.0,1,1.0
26362,F,135000.0,4,4,Married,House / apartment,-11905,-2470,0,1,1,Cooking staff,-46.0,1,2.0
20684,F,135000.0,4,4,Married,House / apartment,-11598,-2330,0,0,0,none,-16.0,1,1.0
14090,F,135000.0,4,4,Married,House / apartment,-11390,-515,0,1,0,Sales staff,-3.0,0,0.0
14379,F,135000.0,4,4,Married,House / apartment,-11390,-515,0,1,0,Sales staff,-3.0,0,1.0
7388,F,135000.0,4,4,Married,House / apartment,-11004,-1570,0,0,0,Private service staff,-35.0,0,1.0
24629,F,135000.0,4,4,Married,House / apartment,-10573,-1185,1,1,0,Medicine staff,-14.0,0,2.0
19236,F,135000.0,4,4,Married,House / apartment,-10170,-2196,1,1,0,Cooking staff,-28.0,1,0.0
20291,F,135000.0,4,4,Married,House / apartment,-10170,-2196,1,1,0,Cooking staff,-28.0,1,0.0
3451,F,135000.0,4,4,Married,House / apartment,-10112,-3170,1,1,0,Laborers,-50.0,1,2.0
14301,F,135000.0,4,4,Married,House / apartment,-10112,-3170,1,1,0,Laborers,-32.0,1,0.0
23885,F,135000.0,4,4,Married,House / apartment,-10112,-3170,1,1,0,Laborers,-16.0,1,1.0
21790,F,135000.0,4,4,Married,With parents,-12278,-869,0,0,0,none,-10.0,0,2.0
22509,F,135000.0,4,4,Separated,House / apartment,-16269,-1358,0,0,0,Sales staff,-8.0,1,2.0
8549,F,135000.0,4,4,Separated,House / apartment,-14874,-2407,0,0,0,Core staff,-15.0,1,2.0
14178,F,135000.0,4,4,Separated,House / apartment,-14760,-1315,0,0,0,none,-29.0,1,2.0
22655,F,135000.0,4,4,Single / not married,House / apartment,-22208,-229,0,1,0,none,-18.0,1,1.0
992,F,135000.0,4,4,Single / not married,House / apartment,-17579,-1904,1,0,0,Laborers,-59.0,1,0.0
18125,F,135000.0,4,4,Single / not married,Rented apartment,-13595,-1387,0,0,0,Laborers,-6.0,0,0.0
25887,F,135000.0,4,4,Single / not married,Rented apartment,-13595,-1387,0,0,0,Laborers,-1.0,0,1.0
13387,F,135000.0,4,4,Single / not married,With parents,-20027,-2697,0,0,0,Cleaning staff,-39.0,0,2.0
13151,F,135000.0,4,4,Widow,House / apartment,-23224,-3382,1,1,0,Core staff,-13.0,1,2.0
8103,F,135000.0,4,4,Widow,House / apartment,-20929,-1651,0,0,0,Medicine staff,-24.0,1,1.0
20570,F,135000.0,4,4,Widow,House / apartment,-16641,-1407,0,0,0,none,-46.0,2,1.0
12682,F,135000.0,4,4,Widow,House / apartment,-14394,-919,0,1,0,Managers,-8.0,1,0.0
13280,F,139500.0,0,4,Single / not married,House / apartment,-9302,-837,0,0,0,none,-8.0,1,2.0
15459,F,139500.0,1,3,Married,House / apartment,-21735,0,0,0,0,none,-3.0,1,1.0
16701,F,139500.0,1,4,Married,House / apartment,-20863,0,0,0,0,none,-13.0,0,2.0
17516,F,139500.0,2,1,Married,House / apartment,-17801,-8479,0,0,0,Managers,-27.0,1,2.0
2438,F,139500.0,4,4,Married,House / apartment,-18730,-157,0,0,1,Cooking staff,-9.0,1,2.0
18890,F,144000.0,0,1,Married,House / apartment,-16830,-3458,0,0,0,none,-54.0,1,1.0
16444,F,144000.0,0,1,Married,House / apartment,-16830,-3458,0,0,0,none,-51.0,1,2.0
24516,F,144000.0,0,1,Married,House / apartment,-16830,-3458,0,0,0,none,-16.0,1,2.0
15167,F,144000.0,0,1,Married,House / apartment,-12753,-1315,1,1,0,none,-26.0,0,2.0
22293,F,144000.0,1,4,Married,House / apartment,-23334,0,0,0,0,none,-52.0,1,2.0
18486,F,144000.0,1,4,Married,House / apartment,-21916,0,0,1,0,none,-52.0,1,1.0
4383,F,144000.0,1,4,Married,House / apartment,-21916,0,0,1,0,none,-2.0,1,0.0
3242,F,144000.0,4,1,Married,House / apartment,-14291,-532,0,0,1,Accountants,-25.0,2,2.0
21502,F,144000.0,4,1,Married,House / apartment,-14291,-532,0,0,1,Accountants,-25.0,2,1.0
21780,F,144000.0,4,1,Married,House / apartment,-14291,-532,0,0,1,Accountants,-25.0,2,2.0
10383,F,144000.0,4,1,Single / not married,House / apartment,-13190,-4943,0,0,0,none,-15.0,1,1.0
21480,F,144000.0,4,1,Single / not married,House / apartment,-13190,-4943,0,0,0,none,-14.0,1,1.0
10175,F,144000.0,4,4,Married,House / apartment,-19984,-4662,0,1,0,none,-22.0,0,2.0
24032,F,144000.0,4,4,Married,House / apartment,-19975,-10780,1,1,0,Laborers,-55.0,1,2.0
24089,F,144000.0,4,4,Married,House / apartment,-18705,-5345,0,0,0,Medicine staff,-35.0,1,2.0
21352,F,144000.0,4,4,Married,House / apartment,-17001,-5004,0,0,0,Medicine staff,-28.0,0,1.0
22449,F,144000.0,4,4,Married,House / apartment,-15743,-2052,0,1,0,Laborers,-59.0,0,2.0
21657,F,144000.0,4,4,Married,House / apartment,-12277,-982,1,1,0,High skill tech staff,-23.0,0,2.0
21715,F,144000.0,4,4,Married,House / apartment,-12277,-982,1,1,0,High skill tech staff,-23.0,0,0.0
24022,F,144000.0,4,4,Married,House / apartment,-12277,-982,1,1,0,High skill tech staff,-23.0,0,0.0
14951,F,144000.0,4,4,Married,House / apartment,-11086,-2937,1,1,0,none,-51.0,2,2.0
24524,F,144000.0,4,4,Single / not married,House / apartment,-16898,-7310,1,1,0,Core staff,-59.0,0,2.0
9589,F,144000.0,4,4,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,-60.0,1,2.0
19522,F,144000.0,4,4,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,-19.0,1,2.0
8703,F,144000.0,4,4,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,-6.0,1,2.0
23978,F,144000.0,4,4,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,-5.0,1,2.0
7432,F,148500.0,1,4,Married,House / apartment,-22774,0,0,0,0,none,-14.0,1,2.0
23308,F,148500.0,1,4,Married,House / apartment,-20846,0,0,0,0,none,-5.0,1,2.0
12917,F,148500.0,1,4,Married,House / apartment,-19276,0,0,0,0,none,-22.0,1,0.0
16127,F,148500.0,1,4,Married,House / apartment,-19276,0,0,0,0,none,-22.0,1,0.0
25007,F,148500.0,1,4,Married,House / apartment,-19276,0,0,0,0,none,-22.0,1,0.0
3361,F,148500.0,4,1,Married,House / apartment,-17641,-889,0,0,0,Core staff,-20.0,1,2.0
8455,F,148500.0,4,4,Married,House / apartment,-15083,-847,0,0,0,High skill tech staff,-55.0,1,2.0
14132,F,148500.0,4,4,Married,House / apartment,-12279,-1844,1,0,0,Laborers,-48.0,1,1.0
5822,F,148500.0,4,4,Married,House / apartment,-12279,-1844,1,0,0,Laborers,-39.0,1,1.0
16532,F,148500.0,4,4,Single / not married,House / apartment,-19826,-2888,0,0,1,High skill tech staff,-24.0,1,2.0
25532,F,153000.0,0,1,Married,House / apartment,-13283,-1324,0,0,0,Accountants,-26.0,1,2.0
9926,F,153000.0,0,2,Married,House / apartment,-9363,-1056,0,0,1,none,-25.0,1,2.0
25311,F,153000.0,0,2,Married,House / apartment,-9363,-1056,0,0,1,none,-2.0,1,1.0
25123,F,153000.0,1,1,Married,House / apartment,-21899,0,0,1,0,none,-51.0,1,2.0
24504,F,153000.0,1,1,Married,House / apartment,-21899,0,0,1,0,none,-16.0,1,2.0
20119,F,153000.0,1,4,Separated,House / apartment,-21778,0,0,1,0,none,-42.0,1,2.0
9975,F,153000.0,1,4,Separated,House / apartment,-21778,0,0,1,0,none,-16.0,1,2.0
15448,F,153000.0,1,4,Separated,House / apartment,-21778,0,0,1,0,none,-16.0,1,2.0
22657,F,153000.0,4,1,Single / not married,House / apartment,-10762,-683,0,1,0,Core staff,-11.0,1,2.0
26021,F,155250.0,4,4,Separated,House / apartment,-19420,-2267,1,0,0,Laborers,-43.0,1,2.0
10572,F,157500.0,0,1,Civil marriage,House / apartment,-15330,-1014,1,1,0,Managers,-23.0,2,2.0
15800,F,157500.0,0,1,Civil marriage,House / apartment,-15330,-1014,1,1,0,Managers,-11.0,2,2.0
8145,F,157500.0,0,1,Married,House / apartment,-17052,-3055,0,0,0,Sales staff,-23.0,2,2.0
8931,F,157500.0,0,1,Married,House / apartment,-16856,-1262,1,1,0,Laborers,-33.0,0,2.0
19072,F,157500.0,0,1,Married,House / apartment,-16856,-1262,1,1,0,Laborers,-33.0,0,1.0
16159,F,157500.0,0,1,Married,House / apartment,-14474,-2259,0,0,1,Core staff,-30.0,2,2.0
18919,F,157500.0,0,1,Married,House / apartment,-13766,-73,0,0,0,High skill tech staff,-56.0,1,2.0
21006,F,157500.0,0,1,Married,House / apartment,-13766,-73,0,0,0,High skill tech staff,-15.0,1,2.0
11501,F,157500.0,0,1,Married,House / apartment,-12387,-1325,0,1,1,Medicine staff,-11.0,1,2.0
24046,F,157500.0,0,1,Married,House / apartment,-12135,-1216,0,0,0,High skill tech staff,-23.0,1,1.0
14154,F,157500.0,0,1,Married,House / apartment,-12135,-1216,0,0,0,High skill tech staff,-19.0,1,2.0
4647,F,157500.0,0,1,Married,House / apartment,-12135,-1216,0,0,0,High skill tech staff,-2.0,1,1.0
11049,F,157500.0,0,1,Separated,With parents,-15737,-432,0,0,0,none,-43.0,0,1.0
21565,F,157500.0,0,4,Married,House / apartment,-19654,-1751,0,1,0,none,-28.0,1,2.0
18908,F,157500.0,0,4,Married,House / apartment,-19453,-3680,0,0,0,Accountants,-33.0,0,2.0
24436,F,157500.0,0,4,Married,House / apartment,-17366,-3080,0,0,0,Core staff,-33.0,0,2.0
22906,F,157500.0,0,4,Married,House / apartment,-17297,-2018,0,0,0,Sales staff,-25.0,2,2.0
25256,F,157500.0,0,4,Married,House / apartment,-16908,-2934,0,0,0,Cooking staff,-39.0,0,2.0
16875,F,157500.0,0,4,Married,House / apartment,-16605,-1359,0,0,1,Sales staff,-55.0,1,2.0
17521,F,157500.0,0,4,Married,House / apartment,-15466,-2269,0,1,0,Low-skill Laborers,-39.0,1,2.0
26345,F,157500.0,0,4,Married,House / apartment,-15350,-1331,0,1,0,Accountants,-5.0,1,0.0
13844,F,157500.0,0,4,Married,House / apartment,-14330,-1936,0,0,0,Sales staff,-50.0,2,1.0
20378,F,157500.0,0,4,Married,House / apartment,-14330,-1936,0,0,0,Sales staff,-45.0,2,0.0
21541,F,157500.0,0,4,Married,House / apartment,-14330,-1936,0,0,0,Sales staff,-10.0,2,2.0
18639,F,157500.0,0,4,Married,House / apartment,-10806,-720,0,0,0,Managers,-55.0,1,2.0
14834,F,157500.0,0,4,Separated,House / apartment,-12009,-1912,0,1,0,Sales staff,-20.0,1,2.0
16376,F,157500.0,0,4,Separated,House / apartment,-12009,-1912,0,1,0,Sales staff,-17.0,1,2.0
16194,F,157500.0,0,4,Single / not married,House / apartment,-18806,-319,0,0,0,Sales staff,-40.0,2,1.0
21610,F,157500.0,0,4,Single / not married,House / apartment,-18806,-319,0,0,0,Sales staff,-40.0,2,1.0
16672,F,157500.0,0,4,Single / not married,House / apartment,-18258,-628,1,1,0,Laborers,-46.0,1,2.0
25048,F,157500.0,0,4,Single / not married,House / apartment,-18258,-628,1,1,0,Laborers,-19.0,1,0.0
19472,F,157500.0,1,1,Married,House / apartment,-23447,0,0,0,0,none,-10.0,2,2.0
24362,F,157500.0,1,3,Married,House / apartment,-23483,0,0,0,0,none,-24.0,1,2.0
15076,F,157500.0,1,3,Married,House / apartment,-23483,0,0,0,0,none,-18.0,1,2.0
15637,F,157500.0,1,4,Married,House / apartment,-23015,0,0,0,0,none,-15.0,1,2.0
23966,F,157500.0,1,4,Married,House / apartment,-22742,0,0,0,0,none,-14.0,1,0.0
21180,F,157500.0,1,4,Married,House / apartment,-22481,0,0,1,0,none,-27.0,1,2.0
4324,F,157500.0,1,4,Married,House / apartment,-21253,0,0,1,0,none,-7.0,0,2.0
22731,F,157500.0,1,4,Married,House / apartment,-21253,0,0,1,0,none,-7.0,0,1.0
13397,F,157500.0,1,4,Married,House / apartment,-20971,0,0,1,0,none,-22.0,1,2.0
24016,F,157500.0,1,4,Married,House / apartment,-20578,0,0,1,0,none,-41.0,1,2.0
22648,F,157500.0,1,4,Married,House / apartment,-20578,0,0,1,0,none,-10.0,1,2.0
14024,F,157500.0,1,4,Married,House / apartment,-20399,0,0,0,0,none,-3.0,1,1.0
19730,F,157500.0,1,4,Married,House / apartment,-20255,0,0,0,0,none,-8.0,0,1.0
7699,F,157500.0,1,4,Separated,House / apartment,-22362,0,0,0,0,none,-17.0,1,2.0
20294,F,157500.0,1,4,Separated,House / apartment,-18865,0,0,0,0,none,-44.0,1,2.0
22051,F,157500.0,1,4,Separated,House / apartment,-18865,0,0,0,0,none,-38.0,1,2.0
14221,F,157500.0,1,4,Single / not married,House / apartment,-20441,0,0,0,0,none,-7.0,1,1.0
13779,F,157500.0,1,4,Widow,House / apartment,-21497,0,0,0,0,none,-9.0,1,1.0
716,F,157500.0,1,4,Widow,House / apartment,-21497,0,0,0,0,none,-4.0,1,1.0
9116,F,157500.0,1,4,Widow,House / apartment,-21497,0,0,0,0,none,-4.0,1,1.0
10857,F,157500.0,1,4,Widow,House / apartment,-20432,0,0,0,0,none,-3.0,2,1.0
22334,F,157500.0,2,1,Married,House / apartment,-22179,-7622,0,0,0,Managers,-54.0,1,0.0
24963,F,157500.0,2,1,Married,House / apartment,-22179,-7622,0,0,0,Managers,-34.0,1,2.0
21376,F,157500.0,2,1,Married,House / apartment,-22179,-7622,0,0,0,Managers,-7.0,1,2.0
25476,F,157500.0,2,1,Married,House / apartment,-20163,-223,1,1,0,Core staff,-8.0,1,2.0
10925,F,157500.0,2,1,Married,House / apartment,-15145,-3654,0,1,0,Managers,-43.0,1,2.0
12678,F,157500.0,2,1,Married,House / apartment,-15145,-3654,0,1,0,Managers,-29.0,1,2.0
13351,F,157500.0,2,1,Married,House / apartment,-15145,-3654,0,1,0,Managers,-29.0,1,2.0
18520,F,157500.0,2,1,Married,House / apartment,-11588,-801,1,1,0,Core staff,-23.0,0,2.0
8994,F,157500.0,2,1,Married,House / apartment,-9313,-615,0,0,0,none,-10.0,1,1.0
26009,F,157500.0,2,1,Married,House / apartment,-9313,-615,0,0,0,none,-10.0,1,2.0
7072,F,157500.0,2,4,Civil marriage,House / apartment,-12942,-3253,0,0,0,none,-52.0,1,2.0
24753,F,157500.0,2,4,Married,House / apartment,-19382,-3352,0,0,0,none,-59.0,1,2.0
8421,F,157500.0,2,4,Married,House / apartment,-19382,-3352,0,0,0,none,-11.0,1,2.0
5451,F,157500.0,2,4,Married,House / apartment,-13811,-3380,0,0,0,Laborers,-23.0,2,0.0
12202,F,157500.0,2,4,Married,House / apartment,-12682,-932,0,0,1,Managers,-5.0,1,2.0
2912,F,157500.0,2,4,Single / not married,House / apartment,-12676,-1350,0,0,0,Waiters/barmen staff,-23.0,1,1.0
8707,F,157500.0,2,4,Single / not married,House / apartment,-12676,-1350,0,0,0,Waiters/barmen staff,-23.0,1,1.0
9556,F,157500.0,2,4,Single / not married,House / apartment,-12676,-1350,0,0,0,Waiters/barmen staff,0.0,1,1.0
11928,F,157500.0,4,1,Married,House / apartment,-17791,-5072,0,0,0,none,-24.0,1,2.0
22628,F,157500.0,4,1,Married,House / apartment,-17791,-5072,0,0,0,none,-15.0,1,2.0
25015,F,157500.0,4,1,Married,House / apartment,-17366,-2426,0,0,0,Managers,-14.0,1,2.0
20075,F,157500.0,4,1,Married,House / apartment,-15773,-309,0,1,0,Sales staff,-11.0,0,0.0
12994,F,157500.0,4,1,Married,House / apartment,-13549,-2877,0,1,0,Accountants,-36.0,0,1.0
